song_idx,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
487,7t1GAxH435fSLa0W7CHXrV,Ritviz,Dev,Raahi,46,229615,False,0.719,0.817,1,-8.447,1,0.306,0.132,0.00379,0.0967,0.0747,103.853,4,indie-pop
488,7ujvbItuOqPEA659UYI6xh,Stephan Bodzin;Luna Semara,Boavista,Nothing Like You,35,497574,False,0.636,0.483,9,-13.417,1,0.0429,0.0735,0.534,0.0884,0.105,124.994,4,techno
489,7EqxObko1BrIksDyY658iZ,Mike Birbiglia,Sleepwalk with Me - Live,The Missile,25,700706,False,0.517,0.72,6,-7.322,1,0.911,0.861,0.0,0.822,0.502,113.008,3,comedy
490,6WEag0EvrG3T2LGOqcQyMA,Desejo de Menina,"Moldura, Vol. 3",Moldura,45,217720,False,0.436,0.826,2,-5.61,0,0.0489,0.673,3.14e-05,0.101,0.854,83.764,4,forro
491,6VHr2Q46NY0dV4vzUxfhjx,Dead Moon,Unknown Passage,Evil Eye,24,162611,False,0.51,0.908,2,-6.758,1,0.0788,0.014,0.00406,0.194,0.838,136.448,4,garage
492,3MhErr2oHiTPfbxG8Ya9s1,Manu Dibango,Africadelic,Soul Fiesta,16,128985,False,0.58,0.984,7,-5.592,1,0.0384,0.367,0.751,0.115,0.5,136.671,4,afrobeat
493,0EsvKTBDKQhyMUasIJN6v5,"Grover Washington, Jr.",Christmas Background Music,Santa Cruzin',0,414613,False,0.688,0.639,5,-10.068,1,0.0425,0.47,0.655,0.117,0.602,99.645,4,jazz
494,3acBQxxlyb0jC2xqndDzSf,Chris Cornell,Carry On,"You Know My Name - From ""Casino Royale"" Soundtrack",60,240120,False,0.366,0.869,11,-3.316,0,0.0387,0.0207,0.0,0.254,0.384,138.051,4,grunge
495,3hoJMemGymL4H7YJsWfxDh,Hank Williams,The Complete Hank Williams,Cold Cold Heart - The AFRS Shows,10,151600,False,0.526,0.344,2,-10.259,1,0.0356,0.725,0.0,0.518,0.636,114.165,4,honky-tonk
496,10esld81LEYoPMKGzHsXm3,Chad Daniels,Busy Being Awesome,The Gross Pillow,23,208080,True,0.537,0.783,2,-9.198,1,0.948,0.728,0.0,0.899,0.405,88.473,3,comedy
497,5mKcwkUfjG9PaQ4KywZxVx,Kina;Emilia Ali,my baby (feat. Emilia Ali),my baby (feat. Emilia Ali),44,120000,False,0.536,0.287,9,-11.451,1,0.0402,0.906,0.000984,0.103,0.333,63.198,4,sad
498,5bFuHlXKw66Uu2cHKn5bf8,Zeds Dead;MKLA,Alive,Alive,63,197388,False,0.618,0.758,8,-7.996,1,0.0336,0.0087,0.102,0.147,0.144,120.987,4,electronic
499,0hqfuH6oy9PemVIvuw4grF,Jürgen Drews;Howard Carpendale,Das ultimative Jubiläums-Best-Of,Es war alles am besten,24,200893,False,0.634,0.549,4,-7.192,1,0.0244,0.349,0.0,0.108,0.444,98.004,4,party
500,3QPgfdSDZM2L5QcHYSbcvS,Drunk Mums,Urban Cowboy,Urban Cowboy,25,259839,False,0.584,0.685,9,-7.45,1,0.0327,0.0279,0.0516,0.097,0.604,133.051,4,garage
501,3m0vZCNkGxG1TCbqWwoBXf,Håkan Hellström,Håkan Boma Ye! (Live),Känn ingen sorg för mig Göteborg (Live),31,279133,False,0.204,0.935,0,-4.181,1,0.0781,0.0105,0.0182,0.899,0.219,121.365,4,goth
502,6foY66mWZN0pSRjZ408c00,Morgan Wallen,If I Know Me,Whiskey Glasses,81,234346,False,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,4,country
503,7GzSY3LxG4b3EUpzUlPjv2,Brenda Lee,Classic Christmas 2022,Rockin' Around The Christmas Tree,0,123453,False,0.631,0.569,5,-5.956,0,0.0438,0.728,0.0,0.27,0.874,71.078,4,rockabilly
504,2hh6RGmBNTGB7fi62fYgUL,Johnny Tillotson,Johnny Tillotson's Best,Why Do I Love You So - 1960 #42 Billboard chart hit,51,127106,False,0.385,0.257,8,-11.282,0,0.0315,0.892,3.35e-06,0.117,0.617,152.872,4,rock-n-roll
505,7rj8aNwZqTvrUeLlAyNWtZ,Charly Black,Gyal You A Party Animal,Gyal You A Party Animal,66,214866,False,0.588,0.841,0,-5.138,1,0.0932,0.026,0.0,0.33,0.871,134.577,5,dancehall
506,50ryecGe7GwSIICiReKbP1,Raul Seixas,A Arte De Raul Seixas,O Trem Das 7,44,159960,False,0.441,0.635,9,-8.318,1,0.0385,0.109,0.0,0.126,0.479,121.745,4,mpb
507,4wLKkSirdWJsw01cL6BcpN,Léo Magalhães,"Bebo e Choro, Vol. 6",O Fora,40,193386,False,0.663,0.846,10,-3.212,1,0.0347,0.476,0.0,0.245,0.892,144.941,4,forro
508,59tBqJGkzbe0pz99EU6MIw,Legião Urbana,Acústico (Ao Vivo Em São Paulo / 1999),Sereníssima - Ao Vivo Em São Paulo / 1999,43,297600,False,0.462,0.55,2,-8.477,1,0.125,0.747,0.0,0.183,0.632,80.663,4,mpb
509,1iLFrHWx2CdWb1MrxM74Ek,Luke Vibert,Luke Vibert presents Rave Hop,Attention,10,217649,False,0.788,0.93,4,-4.437,0,0.0517,0.000968,0.116,0.0852,0.5,99.995,4,idm
510,63Ewmqu1gZ7ZaQ5Q4mnuXz,Bethel Music;Jonathan David Helser;Melissa Helser,Peace,No Longer Slaves,51,371506,False,0.491,0.197,7,-11.346,1,0.0303,0.93,2.77e-05,0.101,0.167,127.904,4,ambient
511,6cVmbzMwTNcTrjPZ0cvsZf,Lonesome River Band,Mayhayley's House,Mayhayley's House,28,246663,False,0.601,0.675,0,-6.059,1,0.0282,0.301,0.0,0.14,0.562,89.084,4,bluegrass
512,1xsExFad0m5ikHaejXZrcA,Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Stardust Crusaders O.S.T [Departure],Stardust Crusaders,57,307893,False,0.272,0.926,5,-6.754,0,0.114,3.13e-05,0.771,0.308,0.24,140.01,4,anime
513,0vCbiMfsdCBKups1wFv95u,Inner City;Idris Elba;Kevin Saunderson;Latroit,We All Move Together (Kevin Saunderson x Latroit Remix),We All Move Together - Kevin Saunderson x Latroit Extended Remix,6,261803,False,0.749,0.723,11,-5.381,0,0.0575,4.57e-05,0.758,0.636,0.432,126.006,4,detroit-techno
514,3QoydK0LFOpK0JnfIpCffR,Charlie Brown Jr.,Acústico (Ao Vivo),O Coro Vai Come - Ao Vivo,48,128106,False,0.511,0.981,0,-5.329,0,0.0579,0.0301,0.0612,0.747,0.896,172.968,4,brazil
515,2Mw8xQJpIDAgrktDXEqxCs,The Wailers,Burnin',"Get Up, Stand Up",52,198160,False,0.799,0.572,10,-7.238,0,0.357,0.264,0.0,0.06,0.828,77.751,4,dub
516,391TUcoPonqYykPkSZ5Z9U,The Drifters,Save the Last Dance for Me,Save the Last Dance for Me,63,154960,False,0.54,0.53,4,-10.583,1,0.0361,0.614,0.0,0.198,0.896,143.453,4,rock-n-roll
517,6rLEeo9rNT87t2xHry8xUl,Whitechapel,Our Endless War,The Saw Is the Law,53,267613,False,0.476,0.994,11,-3.429,0,0.18,0.000569,0.000149,0.139,0.216,115.103,4,metalcore
518,1KhTBiBO4FcN6V765Nalwe,Kevin Bloody Wilson,35 Years of Kevin Bloody Wilson,The Featherbrain Championship,23,259640,True,0.768,0.762,2,-6.001,1,0.157,0.432,0.0,0.182,0.883,125.069,4,comedy
519,7zZl0xcrbYe7wFzhLTCn7E,Patricio Rey y sus Redonditos de Ricota,Lobo Suelto,Sorpresa de Shangai,42,219200,False,0.679,0.673,4,-7.504,0,0.0262,0.0392,0.000437,0.069,0.854,113.97,4,punk
520,67iQzzqoGU4yE7AJpd6y4J,Kijugo,Akuma no Ko but is it okay if it's lofi hiphop?,Akuma no Ko but is it okay if it's lofi hiphop?,41,203294,False,0.679,0.464,6,-12.91,0,0.0726,0.425,0.803,0.179,0.313,170.047,4,anime
521,3h44S4bynHkbKVP2mogqdX,A.R. Rahman;Rashid Ali;Neeti Mohan,Raanjhanaa (Original Motion Picture Soundtrack),Nazar Laaye - Reprise,61,235973,False,0.666,0.439,4,-11.383,1,0.027,0.287,0.00417,0.121,0.417,87.997,4,pop-film
522,7xoOxf7w3IEgGjgxnUeIWR,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Faço de Tudo / Até Te Encontrar / Trajetória - Ao Vivo,43,287994,False,0.524,0.8,0,-6.329,0,0.084,0.605,0.0,0.803,0.788,167.871,4,samba
523,0DKoPvmt4l26Rl3LdXdoK2,Kensuke Ushio,"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",lvs,44,125720,False,0.457,0.0359,2,-27.219,1,0.0437,0.995,0.921,0.106,0.187,104.993,3,anime
524,4J5c9HxCgGF6LWUCaxO5Qi,KIKESA,PUZZLE,La paix,34,168476,False,0.659,0.804,1,-4.531,0,0.0627,0.0185,0.0,0.313,0.804,154.111,4,french
525,7cLZgixGEsVmpGdlGe6fSC,Masala Coffee;Sooraj Santhosh,Uriyadi (Original Motion Picture Soundtrack),Agnikunjondru,43,199399,False,0.521,0.923,0,-3.66,0,0.118,0.133,2.39e-05,0.178,0.336,149.951,5,malay
526,68Lpc1gRqriMhm88ywfjB8,Jota Quest,De Volta Ao Planeta,Sempre Assim,44,216266,False,0.757,0.924,11,-3.96,0,0.031,0.00529,0.00308,0.293,0.725,113.979,4,r-n-b
527,5Tj1ohvoTgMyk5KyatzI88,J Balvin;Bad Bunny,Feliz Cumpleaños con Perreo,QUE PRETENDES,2,222346,False,0.639,0.791,10,-4.443,0,0.254,0.0275,0.0,0.362,0.933,92.603,4,latino
528,3sm6QiAMAZByTM7E4WMLzM,Batu Onat,Prisoners of Love,Prisoners of Love,41,210475,False,0.607,0.768,9,-4.822,0,0.0294,0.109,4.05e-05,0.712,0.394,94.996,4,deep-house
529,3U5AxhGSiPiGbZLGsTNhXA,Joey Montana;Mike Bahía,tardes tranqui,Se Siente Bien,0,237880,False,0.589,0.419,5,-9.2,1,0.042,0.206,0.0,0.0852,0.716,94.099,4,reggae
530,1cM3HvkOxMKfIoQ2oOrq7k,Busy Signal,D.O.B.,Picante,21,118773,False,0.825,0.515,6,-9.533,0,0.078,0.0219,4.74e-05,0.0918,0.225,113.055,4,j-dance
531,4fKBKp6v52BBYHw3ePMXFp,Astral Projection,Trust In Trance 2,Mahadeva,33,565960,False,0.523,0.984,1,-9.015,1,0.0373,0.0185,0.9,0.133,0.824,149.836,4,trance
532,1ICPREUY4yMNeFEgbNh7D5,Mike Williams;Moa Lisa,Make You Mine (feat. Moa Lisa),Make You Mine (feat. Moa Lisa),52,213333,False,0.72,0.781,6,-4.975,0,0.0569,0.0171,1.78e-06,0.215,0.349,126.004,4,progressive-house
533,0Cy7wt6IlRfBPHXXjmZbcP,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),Love Me Like You Do,79,253520,False,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,4,dance
534,5hsq03E3do2gWhyOVV2Api,Gojira,Another World,Another World,45,264947,False,0.351,0.877,7,-5.044,0,0.0422,0.00121,0.783,0.119,0.238,169.999,4,death-metal
535,10H73uxnyBpBdBXJxK8OVO,Becky Hill;Joel Corry,Your Perfect Soundtrack,HISTORY,5,176609,True,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,4,house
536,3Nuwv0OCUO3TFYQjxAtRnC,Hayley Westenra,River Of Dreams - The Very Best of Hayley Westenra,Pokarekare Ana,26,198813,False,0.149,0.149,7,-13.189,1,0.0365,0.8,3.6e-06,0.111,0.113,77.697,4,opera
537,6xyCDjT4FoMs9N2tfctIE3,Verge Collection,Feel Bad Songs,Feel Bad Songs,27,153106,False,0.427,0.915,6,-6.563,0,0.101,0.00165,0.525,0.199,0.482,172.938,4,garage
538,7jU7bkSuD3q3D40ogwlhgE,The Bobbettes,Mr. Lee: The Best of the Bobbettes,Mr. Lee,36,135573,False,0.493,0.602,5,-9.836,1,0.334,0.607,1.82e-06,0.122,0.872,203.334,4,blues
539,0Tt9r7jWnURy3CrJ5fzsxY,ChuChu TV,"ChuChu TV Toddler Songs & Nursery Rhymes for Babies, Vol. 1 (US Version)",Bingo Dog Song Nursery Rhyme,34,163410,False,0.796,0.71,0,-6.129,1,0.0425,0.0337,5.7e-05,0.328,0.816,100.96,4,children
540,1Rs9ecHoATzaBXb1BaSl2p,Humberto & Ronaldo;Ícaro e Gilmar,"Ao Vivo em Goiânia, Completo",Eu Também Não Vou - Ao Vivo,59,222271,False,0.495,0.754,9,-5.168,1,0.0514,0.581,0.0,0.771,0.599,155.612,4,sertanejo
541,1YMBg7rOjxzbya0fPOYfNX,DJ Snake;Lauv,A Different Way (with Lauv),A Different Way (with Lauv),66,198285,False,0.784,0.757,8,-3.912,1,0.0384,0.495,1.18e-06,0.142,0.587,104.996,4,edm
542,4TOY0nJD6T0xhTT7l9W9xC,Legião Urbana,Mais Do Mesmo,Meninos E Meninas,45,203706,False,0.485,0.659,0,-10.508,1,0.0321,0.0133,0.000195,0.166,0.66,164.841,4,r-n-b
543,3KruoUtSkm84Az0bJunnxl,Tiësto,Baila Conmigo,Baila Conmigo,76,146249,False,0.652,0.855,7,-6.411,1,0.0775,0.00658,0.409,0.341,0.0834,127.964,4,edm
544,6RBqI3GA8ApKBHQzvoHr9I,ESA (Electronic Substance Abuse),That Beast,Like Meat (Spoiled),21,384750,False,0.587,0.894,1,-5.391,0,0.0336,2.98e-05,0.838,0.399,0.0427,125.003,4,club
545,3zjoCDlA31nt9s1QXsEqxr,Mayhem,De Mysteriis Dom Sathanas,De Mysteriis Dom Sathanas,45,381853,False,0.0697,0.816,9,-6.41,1,0.0803,8.74e-06,0.833,0.303,0.0387,179.783,4,black-metal
546,3AcCDWlvIXSJf5P8NsF8s2,Mad Professor;Alika,Mad Professor Meets Alika,The Nyabinghy Chant,26,194186,False,0.879,0.44,9,-10.68,0,0.254,0.152,2.25e-06,0.0875,0.778,80.501,4,dub
547,1AXFNVpfZkoclEwmmPCL7r,MVSE,UNI VERSE,Die In Your Arms,41,275200,False,0.506,0.669,4,-5.655,1,0.0346,0.641,0.0,0.11,0.4,149.807,4,dubstep
548,359PHdNHrEdBeFXzLC7TJJ,Mickie Krause,Ballermann Hits Party 2023,Für Dich,0,229740,False,0.643,0.996,5,-2.635,1,0.0775,0.0059,0.0,0.163,0.382,139.966,4,german
549,1T575AhHueYinKSDflEsGK,Julia Michaels,Fifty Shades Freed (Original Motion Picture Soundtrack),Heaven,69,191786,False,0.552,0.371,7,-9.104,0,0.0359,0.857,0.0,0.0838,0.245,199.843,3,electro
550,3d8g1icIsyzWx6nbSODuhz,DJ Zinc,"Crackhouse, Vol. 3",Close My Eyes,18,279685,False,0.674,0.885,4,-3.098,0,0.0458,0.00636,0.0734,0.0613,0.814,126.921,4,drum-and-bass
551,2RaEgEkEDjIRrkBcgcJiCg,10cc,Fiesta temática 70s,Art For Art's Sake,0,359235,False,0.616,0.57,0,-7.797,1,0.0517,0.0581,0.00142,0.225,0.622,124.721,4,songwriter
552,3YblgwBrb747gUzuh2CgYF,KANA-BOON,Torch of Liberty,Torch of Liberty,54,185166,False,0.447,0.934,5,-1.998,1,0.066,0.00422,0.0,0.337,0.356,94.983,4,anime
553,6NJOOWpT5g3Y46G2qtRejH,Tiësto;Stevie Appleton,pov: it's 2020,BLUE,0,167858,False,0.744,0.725,11,-6.056,1,0.0303,0.0179,1e-05,0.212,0.902,118.035,4,dance
554,2G2fylyaJAYV9LgCY9gLMG,The Cowboys,The Bottom of a Rotten Flower,Some Things Never Change,21,104138,False,0.316,0.872,0,-1.667,1,0.04,0.0236,0.904,0.246,0.803,91.105,4,power-pop
555,29b2qMnWCeCtV2nKchMxRh,Hayley Kiyoko,Good Enough - Easy Pop,sugar at the bottom,0,185995,False,0.866,0.565,1,-6.983,0,0.0583,0.455,0.000226,0.246,0.549,101.985,4,indie-pop
556,6S0Vwp6CA0rLVdP7Zi3fOF,Free,On air 70's Hits,All Right Now,0,338426,False,0.785,0.481,2,-11.323,1,0.101,0.0062,2.38e-06,0.122,0.77,119.937,4,country
557,5LnKmt8Gc9vrqeFdliF3vM,The Platters,Xmas Classics 2022,Christmas Time,0,124013,False,0.299,0.377,0,-7.425,1,0.0283,0.859,0.0,0.116,0.378,69.272,4,rockabilly
558,6yotiCxcSIm4HyZdA6wcYH,Anthony Keyrouz;ZANA,Hush Hush (Don't Be Shy),Hush Hush (Don't Be Shy),60,131001,False,0.66,0.82,1,-6.264,1,0.144,0.0609,0.0,0.411,0.343,120.018,4,electronic
559,2xvivj9s3YulAYkhFPc7pz,Chino & Nacho,Carrete con besties,Niña Bonita,0,217480,False,0.675,0.924,9,-4.879,1,0.113,0.287,0.0,0.256,0.643,120.069,4,latin
560,4grVkAtmqIipynBu8D9v6G,Purple Disco Machine;Sophie and the Giants,Hypnotized,Hypnotized,58,195704,False,0.689,0.813,11,-5.084,0,0.0998,0.0969,0.000232,0.11,0.704,108.065,4,deep-house
561,6dm9WLQPqe2kp5wS3DlD1n,Dillon Francis;ILLENIUM;EVAN GIIA,EDM Gaming Music Autumn/Winter 2022,Don't Let Me Let Go,1,205479,False,0.488,0.715,9,-4.656,1,0.0562,0.0367,0.0,0.122,0.397,145.979,4,electro
562,57jD6Or02RD8uTV2AmdET4,AFI,Halloween Songs | Witches Hour,Halloween,0,238106,False,0.286,0.929,11,-8.494,0,0.091,0.00231,0.00074,0.0946,0.127,99.762,4,alternative
563,0bOO8YEvkWqodAJDKZqDGd,Eduardo Costa,Pantanal,Boiadeiro Errante,44,302293,False,0.642,0.6,0,-4.884,1,0.026,0.542,0.0,0.149,0.45,82.992,4,sertanejo
564,5NvNo6iJw4lZhjPGYlWnMw,Fats Domino,The Complete Imperial Singles,I'm Ready,32,123133,False,0.652,0.934,5,-3.89,1,0.0497,0.629,0.000377,0.327,0.971,85.845,4,rockabilly
565,3by1RwAsoZ6nNoMOCy11LM,Leiva,Nuclear,Superpoderes,56,179117,False,0.346,0.744,2,-5.622,1,0.0322,0.00106,1.06e-06,0.0961,0.382,175.642,4,spanish
566,32Fhg0esW2uw6ecX2xz1Ks,Karunesh,Nirvana Cafe,Keeper of Mystery,41,336866,False,0.567,0.666,7,-10.523,0,0.0299,0.606,0.949,0.0908,0.328,146.006,4,new-age
567,3am0osjbvjlmrxhHarxCjQ,Maukka Perusjätkä,Albumi,Vaatteet,32,231173,False,0.473,0.784,6,-6.146,0,0.123,0.00158,0.0105,0.0753,0.519,141.279,4,hardcore
568,22Yk1yPGtoAaJMUJEFlco2,Dunamis Music;Rapha Gonçalves;Victor Valente,Primeiro Amor (Ao Vivo),Primeiro Amor - Ao Vivo,39,747346,False,0.313,0.279,7,-10.801,1,0.0344,0.71,0.0,0.146,0.131,130.923,4,gospel
569,0ydyIEJ02X3kcZ6Bop6sHO,Sidhu Moose Wala;The PropheC,Sohne Lagde,Sohne Lagde,64,209453,False,0.589,0.716,2,-5.651,0,0.145,0.354,0.0,0.109,0.327,84.384,4,hip-hop
570,7fexNKLsrGjA5aFXu6nzpO,Kathleen Madigan,Bothering Jesus,Aunt Kat,23,73727,True,0.454,0.854,3,-6.592,1,0.541,0.659,0.0,0.808,0.636,88.656,5,comedy
571,5f3LdNPhiuydsO71VaRUDS,Angry Johnny and the Killbillies,The Owl,The Owl,22,266133,False,0.558,0.579,0,-11.579,1,0.0328,0.00408,0.00131,0.0685,0.542,119.985,4,goth
572,11IS9sbmnAqSdLQaEvZGbb,London Elektricity,Sick Music,Just One Second - Apex Remix,46,377840,False,0.427,0.838,1,-7.443,0,0.0451,0.000464,0.00171,0.114,0.157,172.951,4,drum-and-bass
573,5pvy8p5jyXqr6bjzQRDPjm,Ozuna;Tokischa;Louchie Lou;Michie One,OzuTochi,Somos Iguales,58,172413,False,0.836,0.64,1,-4.14,1,0.0809,0.0301,0.000249,0.311,0.435,97.013,4,latino
574,2DyVUB1hwY3DCnvteT9Tuj,Feid;J Balvin,Del gusto de hermanos,Que Raro,2,230826,False,0.755,0.844,5,-6.234,0,0.326,0.328,8.8e-06,0.555,0.745,171.867,4,reggae
575,5zKz6GIN31V2Izi9LUKaWP,Pyotr Ilyich Tchaikovsky;Berliner Philharmoniker;Mstislav Rostropovich,Relajación y siestas,"The Nutcracker (Suite), Op. 71a, TH. 35: IIf. Dance of the Reed-Pipes (Mirlitons)",0,155000,False,0.45,0.0485,2,-31.079,1,0.038,0.972,0.911,0.172,0.316,126.978,4,classical
576,3MJd5S8ZIUp19dVvKxgNoe,Deuter,Koyasan: Reiki Sound Healing,Lovesong from the Mountains,53,478520,False,0.184,0.0878,2,-20.655,0,0.0461,0.894,0.51,0.103,0.0374,64.248,4,new-age
577,1POSMvQ2TKVN0D7GwOgK0W,Frank Turner,Positive Songs For Negative People,Josephine,28,202400,False,0.442,0.898,5,-4.662,1,0.0613,0.000158,4.11e-06,0.1,0.446,144.299,4,acoustic
578,2syQ0f4SAQdzvlAewPl1DJ,Zedd;Liam Payne,Get Low (with Liam Payne),Get Low (with Liam Payne),58,204583,False,0.718,0.926,1,-3.511,1,0.0494,0.027,1.76e-05,0.0513,0.54,108.018,4,german
579,6ApHDlLW8941NxRcLE1Jlx,Najim Arshad,Neeyum Njaanum (Original Motion Picture Soundtrack),Ishq Kond,21,279000,False,0.737,0.559,0,-7.006,1,0.0288,0.483,0.00205,0.0542,0.628,119.979,4,malay
580,6i39sqv9N36JHfVqoDz1yz,Mr. Lee,Pump up Chicago,Pump Up Chicago - Acid Mix,6,266413,False,0.716,0.676,7,-11.379,1,0.189,0.00262,0.000105,0.209,0.297,125.919,4,chicago-house
581,1uDRZub66gXtj83iKl2WUK,Lonely Night;Arinity;Ellou,Feel Right,Feel Right,50,165744,False,0.588,0.773,8,-8.299,1,0.0373,0.00744,0.00098,0.353,0.189,126.055,4,french
582,4AUror8X0wwt0KSpTJmGHW,Dinah Washington;Brook Benton,60s Christmas Party,Baby (You've Got What It Takes),0,169933,False,0.683,0.668,3,-8.36,1,0.0749,0.833,2.75e-06,0.0548,0.77,132.192,4,blues
583,15Ms8h8ifZwCdMTQEM3BOI,Mickie Krause,Karneval 2022 100%,Nur noch Schuhe an - Party-Version 2013,0,221440,False,0.506,0.998,11,-1.502,1,0.132,0.0665,0.0,0.468,0.54,144.925,4,german
584,6JUQViD0hLXlvWXCV4uUF8,Manan Bhardwaj,Shiddat,Chitta,68,228189,False,0.412,0.494,6,-9.282,1,0.0536,0.706,0.0,0.0772,0.496,169.93,4,pop
585,4SBTogXwTxT4Okzrej5PtW,Çilekeş,Y.O.K.,Yetmiyor,40,276080,False,0.472,0.749,1,-6.537,0,0.0304,0.000954,9.72e-06,0.153,0.107,141.986,4,punk-rock
586,7EaZOfcQgKj53K2FPKWpIk,Valerio Castilla,Savoca,Guarisci il mio Cuore,55,189250,False,0.498,0.0749,4,-22.481,0,0.0473,0.982,0.925,0.111,0.263,106.329,4,guitar
587,3xH1MeYpJWj2vQqafgbMrc,Foy Vance;Anderson East,Human - Best Adult Pop Tunes,Sapling,0,193466,False,0.549,0.631,10,-6.644,0,0.071,0.336,2.03e-05,0.1,0.297,135.032,4,british
588,27zpsdvYZ2RKD8Fn0GQv51,Material Issue,International Pop Overthrow,Very First Lie,21,209933,False,0.454,0.573,0,-12.116,1,0.0589,0.0651,9.38e-06,0.192,0.491,75.761,4,power-pop
589,7gpmEGMOAti4brA7PSCRp4,Fiji Blue,Wait!,Wait!,48,168951,False,0.749,0.409,9,-9.263,1,0.0395,0.13,0.00222,0.152,0.486,122.979,4,chill
590,3tshTnnudBH7kGW3QMhFuI,"Joey ""CoCo"" Diaz",Sociably Unacceptable,Eat Your Yokes,21,138164,True,0.66,0.707,1,-10.819,0,0.928,0.839,0.0,0.819,0.692,78.296,4,comedy
591,0Npdhq5RUQ3C5clbzOZmtQ,Lasse Stefanz,I ett fotoalbum,I ett fotoalbum,42,181946,False,0.593,0.555,0,-9.865,1,0.0254,0.483,0.0,0.0937,0.648,81.986,4,swedish
592,6zrW1mHEwK4D2kRBGiZwgm,From The Vastland,The Haft Khan,Khan e Dovom,1,373250,False,0.203,0.882,3,-7.97,0,0.093,1.73e-05,0.892,0.11,0.107,119.978,4,iranian
593,1HHa95joz1Cfaezdf3OEd8,small query,chaos theory,chaos theory,32,105714,False,0.721,0.444,10,-6.305,0,0.392,0.613,0.89,0.0928,0.713,168.138,4,study
594,17NxIdDjMOd1fchU6p6OI9,Miguel Calo;Raúl Berón,Música de Mi Ciudad,Que Te Importa Que Te Llore,20,161013,False,0.713,0.234,7,-11.368,1,0.13,0.878,0.289,0.377,0.779,123.737,4,tango
595,10REoqlHqSR42l2v2ZKwTJ,Valesca Mayssa,Tô Chegando,Tô Chegando,42,270048,False,0.589,0.618,0,-6.076,1,0.0442,0.676,0.0,0.143,0.47,123.891,4,brazil
596,5Wj1rJnCLpMHdLaxsFtJLs,Elton John,Goodbye Yellow Brick Road (Remastered),Bennie And The Jets - Remastered 2014,74,322548,False,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,4,piano
597,1ZE6ebWHUSp2v6JAPpp8eS,Einmusik,Wormhole,Wormhole,43,437953,False,0.804,0.845,1,-9.102,0,0.0589,0.000546,0.916,0.096,0.0372,124.011,4,minimal-techno
598,6MVVLMg67DcdaoHKmAV3ME,David Bisbal,Retro Baladas,Dígale,0,265226,False,0.559,0.472,2,-6.814,1,0.0299,0.583,0.0,0.146,0.305,129.945,4,latin
599,71AO7E6sxSNZIPPAxREWco,Kim Petras,Halloween & Alternative,There Will Be Blood,0,197651,False,0.563,0.879,0,-4.735,0,0.0907,0.00125,1.76e-05,0.166,0.602,107.013,4,dance
600,4HR0tnRa8g0pXaircemtcO,Nacho;Yandel;Zion;Justin Quiles;Elkeretumba,pov: it's 2021,La Buena - Remix,0,220386,False,0.756,0.93,2,-2.815,1,0.0937,0.0287,6.9e-05,0.116,0.514,98.978,4,latino
601,69qD9Umu3RsFY8NxyJqpEo,Håkan Hellström,Du gamla du fria,Hoppas att det ska gå bra för de yngre också,22,254195,False,0.472,0.886,0,-6.871,1,0.13,0.358,2.74e-05,0.379,0.677,119.903,4,goth
602,1YYhDizHx7PnDhAhko6cDS,John Denver,"Poems, Prayers and Promises","Take Me Home, Country Roads",73,190160,False,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,4,songwriter
603,5ftRQshb4G0ph1a2CTD37S,Elephant Revival,Elephant Revival,Jet Lag Blues,24,182880,False,0.67,0.472,2,-12.537,1,0.0318,0.72,0.0116,0.119,0.691,95.111,1,bluegrass
604,6iNOsIMBxXGOZnFqCMkC6N,Vybz Kartel,Round Corna,Round Corna,18,129890,True,0.801,0.946,1,-1.02,1,0.364,0.0833,0.0,0.171,0.39,101.865,4,j-dance
605,5o0zYtiXfzu6FP93Ojyxvi,Tito Allen,Feliz Y Dichoso,Por Eso,29,375629,False,0.611,0.686,9,-6.471,0,0.0548,0.596,5.84e-05,0.0672,0.9,115.477,4,salsa
606,1fDFx7MpMpxNeHj0uQ4395,Kendji Girac;Soolking,Mi Vida (Edition de Noël),Bebeto,64,205400,False,0.851,0.712,8,-6.135,0,0.154,0.462,1.03e-05,0.133,0.891,110.965,4,french
607,2pD5n6o114anm9oc4Iu0zV,HORSKH,Wire,Pull the Wire,17,238280,False,0.597,0.957,7,-4.684,1,0.124,5.59e-05,0.742,0.139,0.318,125.014,4,club
